Species,Genus,Family,SuperFamily,Order,Class,Major,J_per_mgWM,Mobility_code,Food_code
Gigartina sp.,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,1.6241148,0.0,0.0
Lenormandia chauvinii,Lenormandia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,2.9423897999999995,0.0,0.0
Pachymenia lusoria,Pachymenia,Pachymenaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,2.96076195,0.0,0.0
Plocamium sp.,Plocamium,Plocamiaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Polysiphonia sp.,Polysiphonia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,1.2635351999999995,0.0,0.0
Stictosiphonia hookeri,Stictosiphonia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,3.56825655,0.0,0.0
Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Iridaea cordata,Iridaea,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,3.017,0.0,0.0
Hedophyllum sessile,Hedophyllum,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,1.901,0.0,0.0
Lessoniopsis littoralis,Lessoniopsis,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.646,0.0,0.0
Himantothallus grandifolius,Himantothallus,Desmarestiaceae,Desmarestiales,Desmarestiales,Phaeophyceae,Phaeophyta,,0.0,0.0
Adenocystis utricularis,Adenocystis,Punctariaceae,Dictyosiphonales,Dictyosiphonales,Phaeophyceae,Phaeophyta,,0.0,0.0
Macrocystis pyrifera,Macrocystis,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Lessonia nigrescens,Lessonia,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Durvillaea antarctica,Durvillaea,Durvillaeaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Ascoseira mirabilis,Ascoseira,Ascoseiraceae,Ascoseirales,Ascoseirales,Phaeophyceae,Phaeophyta,,0.0,0.0
Desmarestia antarctica,Desmarestia,Desmarestiaceae,Desmarestiales,Desmarestiales,Phaeophyceae,Phaeophyta,,0.0,0.0
Cystophora jacquinotii,Cystophora,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Phaeurus antarcticus,Phaeurus,Desmarestiaceae,Desmarestiales,Desmarestiales,Phaeophyceae,Phaeophyta,,0.0,0.0
Arthrocardia sp.,Arthrocardia,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Centroceras clavulatum,Centroceras,Ceramiaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Nothogenia erinacea,Nothogenia,Liagoraceae,Nemaliales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gelidium pristoides,Gelidium,Gelidiaceae,Nemaliales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gigartina radula,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gigartina stiriata,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Porphyra capensis,Porphyra,Bangiaceae,Bangiales,Bangiophyceae,Rhodophytina,Rhodophyta,,0.0,0.0
Pterosiphonia cloiophylla,Pterosiphonia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Ulva sp.,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Porphyra capensis,Porphyra,Bangiaceae,Bangiales,Bangiophyceae,Rhodophytina,Rhodophyta,,0.0,0.0
Ulva rigida,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Gigartina radula,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Splachnidium rugosum,Splachnidium,Splachnidiaceae,Chordariales,Chordariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Bifurcaria brassicaeformis,Bifurcaria,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Furcellaria lumbricalis,Furcellaria,Furcellariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Nitzschia paradoxa,Nitzschia,Bacillariaceae,Bacillariales,Bacillariales,Bacillariophyceae,Bacillariophyta,6.602590799999999,0.0,0.0
Monostroma fuscum,Monostroma,Monostromataceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Enteromorpha sp.,Enteromorpha,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Ulva fenestrata,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Ulva lactuca,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Ulva sp.,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Ulva rigida,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,4.684689,0.0,0.0
Cladophora sp.,Cladophora,Cladophoraceae,Cladophorales,Cladophorales,Chlorophyceae,Chlorophyta,,0.0,0.0
Spongomorpha sp.,Spongomorpha,Acrosiphoniaceae,Acrosiphoniales,Acrosiphoniales,Chlorophyceae,Chlorophyta,1.3792085999999997,0.0,0.0
Codium fragile,Codium,Codiaceae,Caulerpales,Caulerpales,Chlorophyceae,Chlorophyta,0.7675289999999994,0.0,0.0
Ectocarpus dimorphus,Ectocarpus,Ectocarpaceae,Ectocarpales,Ectocarpales,Phaeophyceae,Phaeophyta,,0.0,0.0
Ralfsia sp.,Ralfsia,Ralfsiaceae,Ectocarpales,Ectocarpales,Phaeophyceae,Phaeophyta,,0.0,0.0
Elachista fucicola,Elachista,Elachistaceae,Ectocarpales,Ectocarpales,Phaeophyceae,Phaeophyta,,0.0,0.0
Desmarestia herbacea,Desmarestia,Desmarestiaceae,Desmarestiales,Desmarestiales,Phaeophyceae,Phaeophyta,1.22202,0.0,0.0
Desmarestia intermedia,Desmarestia,Desmarestiaceae,Desmarestiales,Desmarestiales,Phaeophyceae,Phaeophyta,,0.0,0.0
Punctaria expansa,Punctaria,Punctariaceae,Dictyosiphonales,Dictyosiphonales,Phaeophyceae,Phaeophyta,,0.0,0.0
Scytosiphon lomentaria,Scytosiphon,Scytosiphonaceae,Scytosiphonales,Scytosiphonales,Phaeophyceae,Phaeophyta,,0.0,0.0
Colpomenia sinuosa,Colpomenia,Scytosiphonaceae,Scytosiphonales,Scytosiphonales,Phaeophyceae,Phaeophyta,0.3455136000000002,0.0,0.0
Laminaria complanata,Laminaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Laminaria saccharina,Laminaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.733642,0.0,0.0
Laminaria setchellii,Laminaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Pleurophycus gardeneri,Pleurophycus,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Costaria costata,Costaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,1.3165172999999997,0.0,0.0
Agarum cribrosum,Agarum,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.477603700000001,0.0,0.0
Agarum fimbriatum,Agarum,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,1.9081089,0.0,0.0
Hedophyllum sessile,Hedophyllum,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.0276325,0.0,0.0
Nereocystis luetkeana,Nereocystis,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,0.8436959999999997,0.0,0.0
Postelsia palmaeformis,Postelsia,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,1.4193427499999998,0.0,0.0
Macrocystis integrifolia,Macrocystis,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.1707595000000004,0.0,0.0
Pterygophora californica,Pterygophora,Alariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.27617965,0.0,0.0
Alaria marginata,Alaria,Alariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Alaria nana,Alaria,Alariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.5842375,0.0,0.0
Egregia menziesii,Egregia,Alariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.1841515,0.0,0.0
Fucus distichus,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,2.7273645,0.0,0.0
Pelvetiopsis limitata,Pelvetiopsis,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,2.6233672500000007,0.0,0.0
Bangia fuscopurpurea,Bangia,Bangiaceae,Bangiales,Bangiophyceae,Rhodophytina,Rhodophyta,,0.0,0.0
Porphyra nereocystis,Porphyra,Bangiaceae,Bangiales,Bangiophyceae,Rhodophytina,Rhodophyta,2.3107477499999995,0.0,0.0
Porphyra perforata,Porphyra,Bangiaceae,Bangiales,Bangiophyceae,Rhodophytina,Rhodophyta,2.79578925,0.0,0.0
Gelidium cartilagineum,Gelidium,Gelidiaceae,Nemaliales,Florideophycideae,Rhodophytina,Rhodophyta,5.892479999999999,0.0,0.0
Dilsea californica,Dilsea,Dumontiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,2.2307305499999983,0.0,0.0
Constantinea simplex,Constantinea,Weeksiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Lithothamnium sp.,Lithothamnium,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Bossiella sp.,Bossiella,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Serraticardia sp.,Serraticardia,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Corallina vancouveriensis,Corallina,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Calliarthron sp.,Calliarthron,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,2.06739,0.0,0.0
Endocladia muricata,Endocladia,Endocladiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,6.17706,0.0,0.0
Grateloupia doryphora,Grateloupia,Cryptonemiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Prionitis lyallii,Prionitis,Cryptonemiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,3.23919,0.0,0.0
Callophyllis flabellulata,Callophyllis,Kallymeniaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,1.71756585,0.0,0.0
Erythrophyllum delesserioides,Erythrophyllum,Kallymeniaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Schizymenia pacifica,Schizymenia,Nemastomataceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Opuntiella californica,Opuntiella,Solieriaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,2.4740883000000005,0.0,0.0
Gigartina corymbifera,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,2.55285,0.0,0.0
Gigartina papillata,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,5.375214,0.0,0.0
Iridea sp.,Iridea,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,2.407379400000001,0.0,0.0
Halosaccion glandiforme,Halosaccion,Rhodymeniaceae,Rhodymeniales,Florideophycideae,Rhodophytina,Rhodophyta,2.0345796,0.0,0.0
Rhodymenia palmata,Rhodymenia,Rhodymeniaceae,Rhodymeniales,Florideophycideae,Rhodophytina,Rhodophyta,2.456846100000001,0.0,0.0
Antithamnion subulatum,Antithamnion,Ceramiaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Microcladia coulteri,Microcladia,Ceramiaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,3.0841775999999985,0.0,0.0
Ptilota filicina,Ptilota,Ceramiaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,2.5111255500000005,0.0,0.0
Membranoptera sp.,Membranoptera,Delesseriaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Delesseria decipiens,Delesseria,Delesseriaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Delesseria decipiens,Delesseria,Delesseriaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,1.9795887,0.0,0.0
Polyneura latissima,Polyneura,Delesseriaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Polyneura latissima,Polyneura,Delesseriaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Cryptopleura violacea,Cryptopleura,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Polysiphonia brodiae,Polysiphonia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Polysiphonia sp.,Polysiphonia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,2.1952835999999984,0.0,0.0
Pterosiphonia bipinnata,Pterosiphonia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Pterosiphonia sp.,Pterosiphonia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,1.89777195,0.0,0.0
Laurencia spectabilis,Laurencia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,1.1852756999999996,0.0,0.0
Rhodomela larix,Rhodomela,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Odonthalia floccosa,Odonthalia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,2.5842375,0.0,0.0
Phyllospadix scouleri,Phyllospadix,Zosteraceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,4.5045666,0.0,0.0
Sargassum muticum,Sargassum,Sargassaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Halidrys siliquosa,Halidrys,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Pilayella littoralis,Pilayella,Ectocarpaceae,Ectocarpales,Ectocarpales,Phaeophyceae,Phaeophyta,,0.0,0.0
Laminaria longicuris,Laminaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.070522,0.0,0.0
Laminaria digitata,Laminaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.23400043,0.0,0.0
Agarum cribrosum,Agarum,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,3.21419,0.0,0.0
Acrosiphonia coalita,Acrosiphonia,Acrosiphoniaceae,Acrosiphoniales,Acrosiphoniales,Chlorophyceae,Chlorophyta,,0.0,0.0
Ulva lobata,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Cryptopleura violacea,Cryptopleura,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Cryptosiphonia woodii,Cryptosiphonia,Dumontiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gelidium coulteri,Gelidium,Gelidiaceae,Nemaliales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gigartina canaliculata,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gigartina leptorhynchos,Gigartina,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Iridea spendens,Iridea,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Mastocarpus papillatus,Mastocarpus,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Microcladia coulteri,Microcladia,Ceramiaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Porphyra perforata,Porphyra,Bangiaceae,Bangiales,Bangiophyceae,Rhodophytina,Rhodophyta,,0.0,0.0
Rhodoglossum affine,Rhodoglossum,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Smithora naiadum,Smithora,Erythropeltidaceae,Bangiales,Bangiophyceae,Rhodophytina,Rhodophyta,,0.0,0.0
Corallina vancouveriensis,Corallina,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Endocladia muricata,Endocladia,Endocladiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Gastroclonium subarticulatum,Gastroclonium,Champiaceae,Rhodymeniales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Laurencia spectabilis,Laurencia,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Prionitis lanceolata,Prionitis,Cryptonemiaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Fucus gardneri,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Hesperophycus harveyanus,Hesperophycus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Macrocystis integrifolia,Macrocystis,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Pelvetia fastigiata,Pelvetia,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Phyllospadix scouleri,Phyllospadix,Zosteraceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Chondrus crispus,Chondrus,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Chondrus crispus,Chondrus,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Chondrus crispus,Chondrus,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Chondrus crispus,Chondrus,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Chondrus crispus,Chondrus,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Furcellaria lumbricalis,Furcellaria,Furcellariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Furcellaria lumbricalis,Furcellaria,Furcellariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Furcellaria lumbricalis,Furcellaria,Furcellariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Furcellaria lumbricalis,Furcellaria,Furcellariaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Phyllophora sp.,Phyllophora,Phyllophoraceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Phyllophora sp.,Phyllophora,Phyllophoraceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Phyllophora sp.,Phyllophora,Phyllophoraceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Laminaria saccharina,Laminaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Laminaria saccharina,Laminaria,Laminariaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Fucus serratus,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Fucus serratus,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Fucus serratus,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Fucus vesiculosus,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Fucus vesiculosus,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Fucus vesiculosus,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Chondrus crispus,Chondrus,Gigartinaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Fucus virsoides,Fucus,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Macrocystis pyrifera,Macrocystis,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Mya truncata,Mya,Myidae,Myoida,Heterodonta,Bivalvia,Mollusca,4.228199999999999,0.0,1.0
Hiatella arctica,Hiatella,Hiatellidae,Myoida,Heterodonta,Bivalvia,Mollusca,5.6826,0.0,1.0
Serripes groenlandicus,Serripes,Cardiidae,Veneroida,Heterodonta,Bivalvia,Mollusca,5.202,0.0,1.0
Durvillaea antarctica,Durvillaea,Durvillaeaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,2.001489,0.0,0.0
Durvillaea antarctica,Durvillaea,Durvillaeaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,2.26457,0.0,0.0
Pelvetiopsis limitata,Pelvetiopsis,Fucaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Ulva rigida,Ulva,Ulvaceae,Ulotrichales,Ulotrichales,Chlorophyceae,Chlorophyta,,0.0,0.0
Hypnea musciformis,Hypnea,Hypneaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Hypnea musciformis,Hypnea,Hypneaceae,Gigartinales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Sargassum muticum,Sargassum,Sargassaceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,3.0,0.0
Postelsia palmaeformis,Postelsia,Lessoniaceae,Laminariales,Laminariales,Phaeophyceae,Phaeophyta,2.3436569,0.0,0.0
Ceratophyllum demersum,Ceratophyllum,Ceratophyllaceae,Nymphaeales,Magnoliidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Heteranthera dubia,Heteranthera,Pontederiaceae,Liliales,Liliidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Myriophyllum sp.,Myriophyllum,Haloragaceae,Haloragales,Rosidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Potamogeton richardsonii,Potamogeton,Potamogetonaceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Potamogeton zosteriformis,Potamogeton,Potamogetonaceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Vallisneria americana,Vallisneria,Hydrocharitaceae,Hydrocharitales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Elodea sp.,Elodea,Hydrocharitaceae,Hydrocharitales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Eriocaulon septangulare,Eriocaulon,Eriocaulaceae,Erioaulales,Commelinidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Lobelia dortmania,Lobelia,Campanulaceae,Campanulales,Asteridae,Magnoliopsida,Tracheophyta,,0.0,0.0
Potamogeton epihydrus,Potamogeton,Potamogetonaceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Halophila engelmannii,Halophila,Hydrocharitaceae,Hydrocharitales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Halophila engelmannii,Halophila,Hydrocharitaceae,Hydrocharitales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Calanus finmarchicus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Acanthophora spicifera,Acanthophora,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Acanthophora spicifera,Acanthophora,Rhodomelaceae,Ceramiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Amphibolis griffithii,Amphibolis,Potamogetonaceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Amphiroa foliacea,Amphiroa,Corallinaceae,Cryptonemiales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Asparagopsis sp.,Asparagopsis,Bonnemaisoniaceae,Nemaliales,Florideophycideae,Rhodophytina,Rhodophyta,,0.0,0.0
Boodlea sp.,Boodlea,Valoniaceae,Siphonocladales,Siphonocladales,Chlorophyceae,Chlorophyta,,0.0,0.0
Calothrix sp.,Calothrix,Rivulariaceae,Nostocales,Nostocales,Cyanophyceae,Cyanophycota,,0.0,0.0
Cladophora sp.,Cladophora,Cladophoraceae,Cladophorales,Cladophorales,Chlorophyceae,Chlorophyta,,0.0,0.0
Cladostephus spongiosus,Cladostephus,Cladostephaceae,Sphacelariales,Sphacelariales,Phaeophyceae,Phaeophyta,,0.0,0.0
Codium sp.,Codium,Codiaceae,Caulerpales,Caulerpales,Chlorophyceae,Chlorophyta,,0.0,0.0
Codium arabicum,Codium,Codiaceae,Caulerpales,Caulerpales,Chlorophyceae,Chlorophyta,,0.0,0.0
Codium barsa,Codium,Codiaceae,Caulerpales,Caulerpales,Chlorophyceae,Chlorophyta,,0.0,0.0
Colpomenia sinuosa,Colpomenia,Scytosiphonaceae,Scytosiphonales,Scytosiphonales,Phaeophyceae,Phaeophyta,,0.0,0.0
Cymodocea nodosa,Cymodocea,Cymodoceaceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Cymodocea serrulata,Cymodocea,Cymodoceaceae,Najadales,Alismatidae,Magnoliopsida,Tracheophyta,,0.0,0.0
Cystoseira balearica,Cystoseira,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Cystoseira fimbriata,Cystoseira,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Cystoseira spinosa,Cystoseira,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Cystoseira stricta,Cystoseira,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Cystoseira trinodis,Cystoseira,Cystoseiraceae,Fucales,Fucales,Phaeophyceae,Phaeophyta,,0.0,0.0
Dictyosphaeria cavernosa,Dictyosphaeria,Valoniaceae,Siphonocladales,Siphonocladales,Chlorophyceae,Chlorophyta,,0.0,0.0
